Home/Neutral,PTS,Visitor/Neutral,PTS_1,Spread,Total,Result,Home_AdjOE,Home_Off_TO,Home_Off_OR,Home_Off_FTRate,Home_AdjDE,Home_Def_TO,Home_Def_OR,Home_Def_FTRate,Home_3P,Home_2P,Home_FT,Home_Tempo_Adj,Home_Avg_Poss_Length_Offense,Home_Avg_Poss_Length_Defense,Home_EffHgt,Home_Experience,Home_Continuity,Home_Best_Rank,Home_Top_50_Finishes,Home_opp_shooting_3P,Home_opp_shooting_2P,Home_opp_shooting_FT,Away_AdjOE,Away_Off_TO,Away_Off_OR,Away_Off_FTRate,Away_AdjDE,Away_Def_TO,Away_Def_OR,Away_Def_FTRate,Away_3P,Away_2P,Away_FT,Away_Tempo_Adj,Away_Avg_Poss_Length_Offense,Away_Avg_Poss_Length_Defense,Away_EffHgt,Away_Experience,Away_Continuity,Away_Best_Rank,Away_Top_50_Finishes,Away_opp_shooting_3P,Away_opp_shooting_2P,Away_opp_shooting_FT,Predicted_score_Home,Predicted_score_away,Predicted_tempo,Predicted_spread,Predicted_total,Predicted_Result
Miami FL,80,N.C. State,73,7,153,1,118.9,16.8,32.5,29.6,101.6,18.8,30.7,24.6,36.1,54.8,76.8,68.3,17,18.2,-0.7,118.9,47.2,18.43,3,32.4,49.6,74.2,112.8,13.8,31.1,28.4,98.7,19.3,25.6,34.5,34.9,50.5,72.2,69.2,16.8,17.6,0.8,112.8,35.6,17.32,3,30.8,50.1,71.7,78.94917947,75.24917947,68.75,-3.7,154.1983589,1
North Carolina,75,Georgia Tech,59,16,134,1,113.6,15.3,30.1,39.1,97.7,15.5,23.7,26,30.5,51.6,73.8,69.3,16.5,17.6,2.3,113.6,69.5,33.75,19,33.5,48.5,69.5,101.1,17,28.5,22.8,104.1,16.4,31.4,31.8,30.8,46.6,68.8,66.5,17.8,17.9,-0.4,101.1,47.5,14.36,3,31.5,51.4,68.4,78.05952598,63.72642598,67.9,-14.3331,141.785952,1
Miami FL,66,Virginia,64,2,130,1,118.9,16.8,32.5,29.6,101.6,18.8,30.7,24.6,36.1,54.8,76.8,68.3,17,18.2,-0.7,118.9,47.2,18.43,3,32.4,49.6,74.2,115.4,14.5,26.4,36.6,94.5,19.6,25.8,25,38,50.3,72.3,61.7,19.4,18.5,0.4,115.4,70.8,24.73,8,34,45.8,74.2,71.99467877,72.83467877,65,0.84,144.8293575,0
Syracuse,82,Pittsburgh,84,-2,166,0,111.9,17.1,30.5,30.3,103.2,19.5,33.7,23.7,36.2,51.7,73.5,67,17,18.2,1.7,111.9,38.3,23.48,10,34,48.4,67.8,112.6,17.7,30,30.1,99.8,17.3,28.1,28.5,36.1,52.4,76,66.7,17.3,17.9,1.2,112.6,22.1,18.22,11,31.8,46.6,68.3,72.86461578,74.10546578,66.85,1.24085,146.9700816,0
Wake Forest,81,Duke,70,11,151,1,115.2,16.3,24.6,34.8,103.6,17.7,26,27.8,36.9,53.6,74.8,69.7,17.1,17.1,2.8,115.2,23.3,14.59,6,34.1,50.9,71.1,112,18.8,37.9,30,95.6,17.4,26.6,22.7,32.3,49.9,76.3,65.5,18.1,17.8,3,112,14.8,46.57,25,30.3,47,77.3,73.05686592,74.80166592,67.6,1.7448,147.8585318,0
Boston College,70,Virginia Tech,65,5,135,1,101.7,17.8,27.6,27.7,102.4,19.8,28.6,27.1,29.6,49,72.1,66.1,17.8,18.1,0.1,101.7,58.8,10.79,3,37.1,49.7,72.1,114.1,15.5,26,25.2,99.7,16.9,26.5,25.6,35.5,54.7,73.9,66.6,17.7,18.1,0.4,114.1,43.9,15.26,2,32.4,48.5,71.5,65.49679902,74.01564902,66.35,8.51885,139.512448,0
Florida St.,73,Notre Dame,72,1,145,1,107.3,17.8,25.8,31.9,107.8,17.2,32.3,30,34.7,49,72.5,68.9,16.3,18.6,1.4,107.3,42.2,21.86,5,36.7,50.1,74.8,109.9,13.6,20.5,23,110.5,14,25.2,23.7,36.7,51,75,64.2,19.1,17.6,0,109.9,54.4,20.34,6,34.9,53,77,76.60390573,75.03735573,66.55,-1.56655,151.6412615,1
Georgia Tech,66,Clemson,79,-13,145,0,101.1,17,28.5,22.8,104.1,16.4,31.4,31.8,30.8,46.6,68.8,66.5,17.8,17.9,-0.4,101.1,47.5,14.36,3,31.5,51.4,68.4,109.1,16.9,22.6,32.2,98,17.1,24.7,31.3,36.4,52.5,80.3,68.1,17.1,18.2,0.8,109.1,47,17.2,7,32.3,44.9,73.6,64.86520587,72.85450587,67.3,7.9893,137.7197117,0
N.C. State,76,Louisville,64,12,140,1,112.8,13.8,31.1,28.4,98.7,19.3,25.6,34.5,34.9,50.5,72.2,69.2,16.8,17.6,0.8,112.8,35.6,17.32,3,30.8,50.1,71.7,98.8,23.4,27.7,33.9,109.9,16.8,29.3,29.8,33.1,45.6,72.3,67.1,18.3,16.8,1,98.8,27.7,26.67,16,35.7,54.7,71.6,81.74890936,63.07510936,68.15,-18.6738,144.8240187,1
Clemson,78,N.C. State,64,14,142,1,109.1,16.9,22.6,32.2,98,17.1,24.7,31.3,36.4,52.5,80.3,68.1,17.1,18.2,0.8,109.1,47,17.2,7,32.3,44.9,73.6,112.8,13.8,31.1,28.4,98.7,19.3,25.6,34.5,34.9,50.5,72.2,69.2,16.8,17.6,0.8,112.8,35.6,17.32,3,30.8,50.1,71.7,72.10882612,72.66832612,68.65,0.5595,144.7771522,0
Notre Dame,65,Miami FL,76,-11,141,0,109.9,13.6,20.5,23,110.5,14,25.2,23.7,36.7,51,75,64.2,19.1,17.6,0,109.9,54.4,20.34,6,34.9,53,77,118.9,16.8,32.5,29.6,101.6,18.8,30.7,24.6,36.1,54.8,76.8,68.3,17,18.2,-0.7,118.9,47.2,18.43,3,32.4,49.6,74.2,72.09159567,82.45034567,66.25,10.35875,154.5419413,0
Pittsburgh,76,North Carolina,74,2,150,1,112.6,17.7,30,30.1,99.8,17.3,28.1,28.5,36.1,52.4,76,66.7,17.3,17.9,1.2,112.6,22.1,18.22,11,31.8,46.6,68.3,113.6,15.3,30.1,39.1,97.7,15.5,23.7,26,30.5,51.6,73.8,69.3,16.5,17.6,2.3,113.6,69.5,33.75,19,33.5,48.5,69.5,73.14027933,73.74827933,68,0.608,146.8885587,0
Duke,86,Florida St.,67,19,153,1,112,18.8,37.9,30,95.6,17.4,26.6,22.7,32.3,49.9,76.3,65.5,18.1,17.8,3,112,14.8,46.57,25,30.3,47,77.3,107.3,17.8,25.8,31.9,107.8,17.2,32.3,30,34.7,49,72.5,68.9,16.3,18.6,1.4,107.3,42.2,21.86,5,36.7,50.1,74.8,78.68145251,65.82465251,67.2,-12.8568,144.506105,1
Georgia Tech,56,Virginia,74,-18,130,0,101.1,17,28.5,22.8,104.1,16.4,31.4,31.8,30.8,46.6,68.8,66.5,17.8,17.9,-0.4,101.1,47.5,14.36,3,31.5,51.4,68.4,115.4,14.5,26.4,36.6,94.5,19.6,25.8,25,38,50.3,72.3,61.7,19.4,18.5,0.4,115.4,70.8,24.73,8,34,45.8,74.2,59.6087986,73.4286986,64.1,13.8199,133.0374972,0
Syracuse,79,Boston College,65,14,144,1,111.9,17.1,30.5,30.3,103.2,19.5,33.7,23.7,36.2,51.7,73.5,67,17,18.2,1.7,111.9,38.3,23.48,10,34,48.4,67.8,101.7,17.8,27.6,27.7,102.4,19.8,28.6,27.1,29.6,49,72.1,66.1,17.8,18.1,0.1,101.7,58.8,10.79,3,37.1,49.7,72.1,74.27465573,66.51895573,66.55,-7.7557,140.7936115,1
Wake Forest,77,Virginia Tech,75,2,152,1,115.2,16.3,24.6,34.8,103.6,17.7,26,27.8,36.9,53.6,74.8,69.7,17.1,17.1,2.8,115.2,23.3,14.59,6,34.1,50.9,71.1,114.1,15.5,26,25.2,99.7,16.9,26.5,25.6,35.5,54.7,73.9,66.6,17.7,18.1,0.4,114.1,43.9,15.26,2,32.4,48.5,71.5,76.43320936,76.84140936,68.15,0.4082,153.2746187,0
Boston College,70,Notre Dame,63,7,133,1,101.7,17.8,27.6,27.7,102.4,19.8,28.6,27.1,29.6,49,72.1,66.1,17.8,18.1,0.1,101.7,58.8,10.79,3,37.1,49.7,72.1,109.9,13.6,20.5,23,110.5,14,25.2,23.7,36.7,51,75,64.2,19.1,17.6,0,109.9,54.4,20.34,6,34.9,53,77,71.3755588,69.9407088,65.15,-1.43485,141.3162676,1
Louisville,69,Syracuse,70,-1,139,0,98.8,23.4,27.7,33.9,109.9,16.8,29.3,29.8,33.1,45.6,72.3,67.1,18.3,16.8,1,98.8,27.7,26.67,16,35.7,54.7,71.6,111.9,17.1,30.5,30.3,103.2,19.5,33.7,23.7,36.2,51.7,73.5,67,17,18.2,1.7,111.9,38.3,23.48,10,34,48.4,67.8,66.57427249,78.35017249,67.05,11.7759,144.924445,0
Pittsburgh,68,Virginia,65,3,133,1,112.6,17.7,30,30.1,99.8,17.3,28.1,28.5,36.1,52.4,76,66.7,17.3,17.9,1.2,112.6,22.1,18.22,11,31.8,46.6,68.3,115.4,14.5,26.4,36.6,94.5,19.6,25.8,25,38,50.3,72.3,61.7,19.4,18.5,0.4,115.4,70.8,24.73,8,34,45.8,74.2,67.08245196,70.78265196,64.2,3.7002,137.8651039,0
Georgia Tech,76,Miami FL,70,6,146,1,101.1,17,28.5,22.8,104.1,16.4,31.4,31.8,30.8,46.6,68.8,66.5,17.8,17.9,-0.4,101.1,47.5,14.36,3,31.5,51.4,68.4,118.9,16.8,32.5,29.6,101.6,18.8,30.7,24.6,36.1,54.8,76.8,68.3,17,18.2,-0.7,118.9,47.2,18.43,3,32.4,49.6,74.2,67.38575922,79.56795922,67.4,12.1822,146.9537184,0
N.C. State,84,Duke,60,24,144,1,112.8,13.8,31.1,28.4,98.7,19.3,25.6,34.5,34.9,50.5,72.2,69.2,16.8,17.6,0.8,112.8,35.6,17.32,3,30.8,50.1,71.7,112,18.8,37.9,30,95.6,17.4,26.6,22.7,32.3,49.9,76.3,65.5,18.1,17.8,3,112,14.8,46.57,25,30.3,47,77.3,71.17583254,71.22488254,67.35,0.04905,142.4007151,0
North Carolina,88,Wake Forest,79,9,167,1,113.6,15.3,30.1,39.1,97.7,15.5,23.7,26,30.5,51.6,73.8,69.3,16.5,17.6,2.3,113.6,69.5,33.75,19,33.5,48.5,69.5,115.2,16.3,24.6,34.8,103.6,17.7,26,27.8,36.9,53.6,74.8,69.7,17.1,17.1,2.8,115.2,23.3,14.59,6,34.1,50.9,71.1,79.51607961,75.02757961,69.5,-4.4885,154.5436592,1
Virginia Tech,65,Clemson,68,-3,133,0,114.1,15.5,26,25.2,99.7,16.9,26.5,25.6,35.5,54.7,73.9,66.6,17.7,18.1,0.4,114.1,43.9,15.26,2,32.4,48.5,71.5,109.1,16.9,22.6,32.2,98,17.1,24.7,31.3,36.4,52.5,80.3,68.1,17.1,18.2,0.8,109.1,47,17.2,7,32.3,44.9,73.6,73.66778254,69.94523254,67.35,-3.72255,143.6130151,1
Boston College,64,Duke,65,-1,129,0,101.7,17.8,27.6,27.7,102.4,19.8,28.6,27.1,29.6,49,72.1,66.1,17.8,18.1,0.1,101.7,58.8,10.79,3,37.1,49.7,72.1,112,18.8,37.9,30,95.6,17.4,26.6,22.7,32.3,49.9,76.3,65.5,18.1,17.8,3,112,14.8,46.57,25,30.3,47,77.3,62.26850559,72.02030559,65.8,9.7518,134.2888112,0
Florida St.,75,Georgia Tech,64,11,139,1,107.3,17.8,25.8,31.9,107.8,17.2,32.3,30,34.7,49,72.5,68.9,16.3,18.6,1.4,107.3,42.2,21.86,5,36.7,50.1,74.8,101.1,17,28.5,22.8,104.1,16.4,31.4,31.8,30.8,46.6,68.8,66.5,17.8,17.9,-0.4,101.1,47.5,14.36,3,31.5,51.4,68.4,73.56891927,70.37641927,67.7,-3.1925,143.9453385,1
Louisville,72,Wake Forest,80,-8,152,0,98.8,23.4,27.7,33.9,109.9,16.8,29.3,29.8,33.1,45.6,72.3,67.1,18.3,16.8,1,98.8,27.7,26.67,16,35.7,54.7,71.6,115.2,16.3,24.6,34.8,103.6,17.7,26,27.8,36.9,53.6,74.8,69.7,17.1,17.1,2.8,115.2,23.3,14.59,6,34.1,50.9,71.1,68.15809274,82.18489274,68.4,14.0268,150.3429855,0
North Carolina,81,Notre Dame,64,17,145,1,113.6,15.3,30.1,39.1,97.7,15.5,23.7,26,30.5,51.6,73.8,69.3,16.5,17.6,2.3,113.6,69.5,33.75,19,33.5,48.5,69.5,109.9,13.6,20.5,23,110.5,14,25.2,23.7,36.7,51,75,64.2,19.1,17.6,0,109.9,54.4,20.34,6,34.9,53,77,81.03486243,68.52111243,66.75,-12.51375,149.5559749,1
Pittsburgh,74,Clemson,75,-1,149,0,112.6,17.7,30,30.1,99.8,17.3,28.1,28.5,36.1,52.4,76,66.7,17.3,17.9,1.2,112.6,22.1,18.22,11,31.8,46.6,68.3,109.1,16.9,22.6,32.2,98,17.1,24.7,31.3,36.4,52.5,80.3,68.1,17.1,18.2,0.8,109.1,47,17.2,7,32.3,44.9,73.6,72.71035922,70.06455922,67.4,-2.6458,142.7749184,1
Virginia,73,Syracuse,66,7,139,1,115.4,14.5,26.4,36.6,94.5,19.6,25.8,25,38,50.3,72.3,61.7,19.4,18.5,0.4,115.4,70.8,24.73,8,34,45.8,74.2,111.9,17.1,30.5,30.3,103.2,19.5,33.7,23.7,36.2,51.7,73.5,67,17,18.2,1.7,111.9,38.3,23.48,10,34,48.4,67.8,74.63593198,65.28523198,64.35,-9.3507,139.921164,1
Virginia Tech,69,N.C. State,73,-4,142,0,114.1,15.5,26,25.2,99.7,16.9,26.5,25.6,35.5,54.7,73.9,66.6,17.7,18.1,0.4,114.1,43.9,15.26,2,32.4,48.5,71.5,112.8,13.8,31.1,28.4,98.7,19.3,25.6,34.5,34.9,50.5,72.2,69.2,16.8,17.6,0.8,112.8,35.6,17.32,3,30.8,50.1,71.7,74.73242598,73.02872598,67.9,-1.7037,147.761152,1
Notre Dame,73,Georgia Tech,72,1,145,1,109.9,13.6,20.5,23,110.5,14,25.2,23.7,36.7,51,75,64.2,19.1,17.6,0,109.9,54.4,20.34,6,34.9,53,77,101.1,17,28.5,22.8,104.1,16.4,31.4,31.8,30.8,46.6,68.8,66.5,17.8,17.9,-0.4,101.1,47.5,14.36,3,31.5,51.4,68.4,72.7663655,69.6979655,65.35,-3.0684,142.464331,1
Virginia,65,North Carolina,58,7,123,1,115.4,14.5,26.4,36.6,94.5,19.6,25.8,25,38,50.3,72.3,61.7,19.4,18.5,0.4,115.4,70.8,24.73,8,34,45.8,74.2,113.6,15.3,30.1,39.1,97.7,15.5,23.7,26,30.5,51.6,73.8,69.3,16.5,17.6,2.3,113.6,69.5,33.75,19,33.5,48.5,69.5,72.34044553,67.56544553,65.5,-4.775,139.9058911,1
Clemson,83,Louisville,70,13,153,1,109.1,16.9,22.6,32.2,98,17.1,24.7,31.3,36.4,52.5,80.3,68.1,17.1,18.2,0.8,109.1,47,17.2,7,32.3,44.9,73.6,98.8,23.4,27.7,33.9,109.9,16.8,29.3,29.8,33.1,45.6,72.3,67.1,18.3,16.8,1,98.8,27.7,26.67,16,35.7,54.7,71.6,78.60006592,62.09286592,67.6,-16.5072,140.6929318,1
Duke,77,Pittsburgh,69,8,146,1,112,18.8,37.9,30,95.6,17.4,26.6,22.7,32.3,49.9,76.3,65.5,18.1,17.8,3,112,14.8,46.57,25,30.3,47,77.3,112.6,17.7,30,30.1,99.8,17.3,28.1,28.5,36.1,52.4,76,66.7,17.3,17.9,1.2,112.6,22.1,18.22,11,31.8,46.6,68.3,72.13006564,68.25046564,66.1,-3.8796,140.3805313,1
Miami FL,88,Boston College,72,16,160,1,118.9,16.8,32.5,29.6,101.6,18.8,30.7,24.6,36.1,54.8,76.8,68.3,17,18.2,-0.7,118.9,47.2,18.43,3,32.4,49.6,74.2,101.7,17.8,27.6,27.7,102.4,19.8,28.6,27.1,29.6,49,72.1,66.1,17.8,18.1,0.1,101.7,58.8,10.79,3,37.1,49.7,72.1,79.68945251,66.09345251,67.2,-13.596,145.782905,1
Syracuse,82,Virginia Tech,72,10,154,1,111.9,17.1,30.5,30.3,103.2,19.5,33.7,23.7,36.2,51.7,73.5,67,17,18.2,1.7,111.9,38.3,23.48,10,34,48.4,67.8,114.1,15.5,26,25.2,99.7,16.9,26.5,25.6,35.5,54.7,73.9,66.6,17.7,18.1,0.4,114.1,43.9,15.26,2,32.4,48.5,71.5,72.74443911,75.05203911,66.8,2.3076,147.7964782,0
Wake Forest,90,Florida St.,75,15,165,1,115.2,16.3,24.6,34.8,103.6,17.7,26,27.8,36.9,53.6,74.8,69.7,17.1,17.1,2.8,115.2,23.3,14.59,6,34.1,50.9,71.1,107.3,17.8,25.8,31.9,107.8,17.2,32.3,30,34.7,49,72.5,68.9,16.3,18.6,1.4,107.3,42.2,21.86,5,36.7,50.1,74.8,83.31097291,73.42567291,69.3,-9.8853,156.7366458,1
Boston College,63,Wake Forest,85,-22,148,0,101.7,17.8,27.6,27.7,102.4,19.8,28.6,27.1,29.6,49,72.1,66.1,17.8,18.1,0.1,101.7,58.8,10.79,3,37.1,49.7,72.1,115.2,16.3,24.6,34.8,103.6,17.7,26,27.8,36.9,53.6,74.8,69.7,17.1,17.1,2.8,115.2,23.3,14.59,6,34.1,50.9,71.1,69.63992598,76.49162598,67.9,6.8517,146.131552,0
Clemson,72,Duke,64,8,136,1,109.1,16.9,22.6,32.2,98,17.1,24.7,31.3,36.4,52.5,80.3,68.1,17.1,18.2,0.8,109.1,47,17.2,7,32.3,44.9,73.6,112,18.8,37.9,30,95.6,17.4,26.6,22.7,32.3,49.9,76.3,65.5,18.1,17.8,3,112,14.8,46.57,25,30.3,47,77.3,68.13523911,70.17563911,66.8,2.0404,138.3108782,0
Florida St.,58,Virginia,67,-9,125,0,107.3,17.8,25.8,31.9,107.8,17.2,32.3,30,34.7,49,72.5,68.9,16.3,18.6,1.4,107.3,42.2,21.86,5,36.7,50.1,74.8,115.4,14.5,26.4,36.6,94.5,19.6,25.8,25,38,50.3,72.3,61.7,19.4,18.5,0.4,115.4,70.8,24.73,8,34,45.8,74.2,64.74523883,77.21943883,65.3,12.4742,141.9646777,0
Georgia Tech,60,Pittsburgh,71,-11,131,0,101.1,17,28.5,22.8,104.1,16.4,31.4,31.8,30.8,46.6,68.8,66.5,17.8,17.9,-0.4,101.1,47.5,14.36,3,31.5,51.4,68.4,112.6,17.7,30,30.1,99.8,17.3,28.1,28.5,36.1,52.4,76,66.7,17.3,17.9,1.2,112.6,22.1,18.22,11,31.8,46.6,68.3,65.4049324,74.4277324,66.6,9.0228,139.8326648,0
Louisville,59,North Carolina,80,-21,139,0,98.8,23.4,27.7,33.9,109.9,16.8,29.3,29.8,33.1,45.6,72.3,67.1,18.3,16.8,1,98.8,27.7,26.67,16,35.7,54.7,71.6,113.6,15.3,30.1,39.1,97.7,15.5,23.7,26,30.5,51.6,73.8,69.3,16.5,17.6,2.3,113.6,69.5,33.75,19,33.5,48.5,69.5,63.93938603,80.85338603,68.2,16.914,144.7927721,0
N.C. State,83,Miami FL,81,2,164,1,112.8,13.8,31.1,28.4,98.7,19.3,25.6,34.5,34.9,50.5,72.2,69.2,16.8,17.6,0.8,112.8,35.6,17.32,3,30.8,50.1,71.7,118.9,16.8,32.5,29.6,101.6,18.8,30.7,24.6,36.1,54.8,76.8,68.3,17,18.2,-0.7,118.9,47.2,18.43,3,32.4,49.6,74.2,76.74917947,77.44917947,68.75,0.7,154.1983589,0
Syracuse,78,Notre Dame,73,5,151,1,111.9,17.1,30.5,30.3,103.2,19.5,33.7,23.7,36.2,51.7,73.5,67,17,18.2,1.7,111.9,38.3,23.48,10,34,48.4,67.8,109.9,13.6,20.5,23,110.5,14,25.2,23.7,36.7,51,75,64.2,19.1,17.6,0,109.9,54.4,20.34,6,34.9,53,77,78.54939888,70.94859888,65.6,-7.6008,149.4979978,1
Miami FL,82,Syracuse,78,4,160,1,118.9,16.8,32.5,29.6,101.6,18.8,30.7,24.6,36.1,54.8,76.8,68.3,17,18.2,-0.7,118.9,47.2,18.43,3,32.4,49.6,74.2,111.9,17.1,30.5,30.3,103.2,19.5,33.7,23.7,36.2,51.7,73.5,67,17,18.2,1.7,111.9,38.3,23.48,10,34,48.4,67.8,80.7542426,73.4363426,67.65,-7.3179,154.1905852,1
Georgia Tech,66,N.C. State,78,-12,144,0,101.1,17,28.5,22.8,104.1,16.4,31.4,31.8,30.8,46.6,68.8,66.5,17.8,17.9,-0.4,101.1,47.5,14.36,3,31.5,51.4,68.4,112.8,13.8,31.1,28.4,98.7,19.3,25.6,34.5,34.9,50.5,72.2,69.2,16.8,17.6,0.8,112.8,35.6,17.32,3,30.8,50.1,71.7,65.8579993,75.9603493,67.85,10.10235,141.8183486,0
North Carolina,72,Boston College,64,8,136,1,113.6,15.3,30.1,39.1,97.7,15.5,23.7,26,30.5,51.6,73.8,69.3,16.5,17.6,2.3,113.6,69.5,33.75,19,33.5,48.5,69.5,101.7,17.8,27.6,27.7,102.4,19.8,28.6,27.1,29.6,49,72.1,66.1,17.8,18.1,0.1,101.7,58.8,10.79,3,37.1,49.7,72.1,76.68311927,63.94491927,67.7,-12.7382,140.6280385,1
Notre Dame,71,Florida St.,84,-13,155,0,109.9,13.6,20.5,23,110.5,14,25.2,23.7,36.7,51,75,64.2,19.1,17.6,0,109.9,54.4,20.34,6,34.9,53,77,107.3,17.8,25.8,31.9,107.8,17.2,32.3,30,34.7,49,72.5,68.9,16.3,18.6,1.4,107.3,42.2,21.86,5,36.7,50.1,74.8,76.53735573,75.10390573,66.55,-1.43345,151.6412615,1
Wake Forest,87,Clemson,77,10,164,1,115.2,16.3,24.6,34.8,103.6,17.7,26,27.8,36.9,53.6,74.8,69.7,17.1,17.1,2.8,115.2,23.3,14.59,6,34.1,50.9,71.1,109.1,16.9,22.6,32.2,98,17.1,24.7,31.3,36.4,52.5,80.3,68.1,17.1,18.2,0.8,109.1,47,17.2,7,32.3,44.9,73.6,76.0865595,74.2420595,68.9,-1.8445,150.328619,1
Louisville,54,Pittsburgh,75,-21,129,0,98.8,23.4,27.7,33.9,109.9,16.8,29.3,29.8,33.1,45.6,72.3,67.1,18.3,16.8,1,98.8,27.7,26.67,16,35.7,54.7,71.6,112.6,17.7,30,30.1,99.8,17.3,28.1,28.5,36.1,52.4,76,66.7,17.3,17.9,1.2,112.6,22.1,18.22,11,31.8,46.6,68.3,64.15409246,78.64319246,66.9,14.4891,142.7972849,0
Virginia,78,Virginia Tech,68,10,146,1,115.4,14.5,26.4,36.6,94.5,19.6,25.8,25,38,50.3,72.3,61.7,19.4,18.5,0.4,115.4,70.8,24.73,8,34,45.8,74.2,114.1,15.5,26,25.2,99.7,16.9,26.5,25.6,35.5,54.7,73.9,66.6,17.7,18.1,0.4,114.1,43.9,15.26,2,32.4,48.5,71.5,72.16337528,66.49362528,64.15,-5.66975,138.6570006,1
Clemson,51,Virginia Tech,50,1,101,1,109.1,16.9,22.6,32.2,98,17.1,24.7,31.3,36.4,52.5,80.3,68.1,17.1,18.2,0.8,109.1,47,17.2,7,32.3,44.9,73.6,114.1,15.5,26,25.2,99.7,16.9,26.5,25.6,35.5,54.7,73.9,66.6,17.7,18.1,0.4,114.1,43.9,15.26,2,32.4,48.5,71.5,71.44523254,72.16778254,67.35,0.72255,143.6130151,0
Duke,68,Miami FL,66,2,134,1,112,18.8,37.9,30,95.6,17.4,26.6,22.7,32.3,49.9,76.3,65.5,18.1,17.8,3,112,14.8,46.57,25,30.3,47,77.3,118.9,16.8,32.5,29.6,101.6,18.8,30.7,24.6,36.1,54.8,76.8,68.3,17,18.2,-0.7,118.9,47.2,18.43,3,32.4,49.6,74.2,74.18909246,73.29119246,66.9,-0.8979,147.4802849,1
Georgia Tech,63,Syracuse,80,-17,143,0,101.1,17,28.5,22.8,104.1,16.4,31.4,31.8,30.8,46.6,68.8,66.5,17.8,17.9,-0.4,101.1,47.5,14.36,3,31.5,51.4,68.4,111.9,17.1,30.5,30.3,103.2,19.5,33.7,23.7,36.2,51.7,73.5,67,17,18.2,1.7,111.9,38.3,23.48,10,34,48.4,67.8,67.81836243,74.12811243,66.75,6.30975,141.9464749,0
North Carolina,80,N.C. State,69,11,149,1,113.6,15.3,30.1,39.1,97.7,15.5,23.7,26,30.5,51.6,73.8,69.3,16.5,17.6,2.3,113.6,69.5,33.75,19,33.5,48.5,69.5,112.8,13.8,31.1,28.4,98.7,19.3,25.6,34.5,34.9,50.5,72.2,69.2,16.8,17.6,0.8,112.8,35.6,17.32,3,30.8,50.1,71.7,75.84219623,73.09569623,69.25,-2.7465,148.9378925,1
Notre Dame,72,Boston College,84,-12,156,0,109.9,13.6,20.5,23,110.5,14,25.2,23.7,36.7,51,75,64.2,19.1,17.6,0,109.9,54.4,20.34,6,34.9,53,77,101.7,17.8,27.6,27.7,102.4,19.8,28.6,27.1,29.6,49,72.1,66.1,17.8,18.1,0.1,101.7,58.8,10.79,3,37.1,49.7,72.1,71.4407088,69.8755588,65.15,-1.56515,141.3162676,1
Pittsburgh,64,Florida St.,71,-7,135,0,112.6,17.7,30,30.1,99.8,17.3,28.1,28.5,36.1,52.4,76,66.7,17.3,17.9,1.2,112.6,22.1,18.22,11,31.8,46.6,68.3,107.3,17.8,25.8,31.9,107.8,17.2,32.3,30,34.7,49,72.5,68.9,16.3,18.6,1.4,107.3,42.2,21.86,5,36.7,50.1,74.8,79.77737263,69.25997263,67.8,-10.5174,149.0373453,1
Wake Forest,67,Virginia,76,-9,143,0,115.2,16.3,24.6,34.8,103.6,17.7,26,27.8,36.9,53.6,74.8,69.7,17.1,17.1,2.8,115.2,23.3,14.59,6,34.1,50.9,71.1,115.4,14.5,26.4,36.6,94.5,19.6,25.8,25,38,50.3,72.3,61.7,19.4,18.5,0.4,115.4,70.8,24.73,8,34,45.8,74.2,70.32295223,74.93305223,65.7,4.6101,145.2560045,0
Virginia Tech,78,Duke,75,3,153,1,114.1,15.5,26,25.2,99.7,16.9,26.5,25.6,35.5,54.7,73.9,66.6,17.7,18.1,0.4,114.1,43.9,15.26,2,32.4,48.5,71.5,112,18.8,37.9,30,95.6,17.4,26.6,22.7,32.3,49.9,76.3,65.5,18.1,17.8,3,112,14.8,46.57,25,30.3,47,77.3,70.68958897,70.51058897,66.05,-0.179,141.2001779,1
Clemson,72,Georgia Tech,51,21,123,1,109.1,16.9,22.6,32.2,98,17.1,24.7,31.3,36.4,52.5,80.3,68.1,17.1,18.2,0.8,109.1,47,17.2,7,32.3,44.9,73.6,101.1,17,28.5,22.8,104.1,16.4,31.4,31.8,30.8,46.6,68.8,66.5,17.8,17.9,-0.4,101.1,47.5,14.36,3,31.5,51.4,68.4,74.35450587,63.36520587,67.3,-10.9893,137.7197117,1
Florida St.,63,Miami FL,86,-23,149,0,107.3,17.8,25.8,31.9,107.8,17.2,32.3,30,34.7,49,72.5,68.9,16.3,18.6,1.4,107.3,42.2,21.86,5,36.7,50.1,74.8,118.9,16.8,32.5,29.6,101.6,18.8,30.7,24.6,36.1,54.8,76.8,68.3,17,18.2,-0.7,118.9,47.2,18.43,3,32.4,49.6,74.2,72.81199944,83.52279944,68.6,10.7108,156.3347989,0
N.C. State,85,Notre Dame,82,3,167,1,112.8,13.8,31.1,28.4,98.7,19.3,25.6,34.5,34.9,50.5,72.2,69.2,16.8,17.6,0.8,112.8,35.6,17.32,3,30.8,50.1,71.7,109.9,13.6,20.5,23,110.5,14,25.2,23.7,36.7,51,75,64.2,19.1,17.6,0,109.9,54.4,20.34,6,34.9,53,77,80.44168575,69.13678575,66.7,-11.3049,149.5784715,1
